"","task","fold","min.val.loss","min.train.loss","min.test.loss","min.val.auc","min.val.step","end.auc","max.auc","max.auc.step","baseline.auc"
"168","O00555.PF00520: (10/6)",2,0.690488874912262,0.736964464187622,0.870376586914062,0.65,23,0.65,0.733333333333333,5,0.5
"169","O00555.PF00520: (10/6)",3,0.734031081199646,0.760281622409821,0.834991216659546,0.583333333333333,20,0.566666666666667,0.666666666666667,6,0.5
"170","O00555.PF00520: (10/6)",4,0.733182013034821,0.740975141525269,0.828862547874451,0.816666666666667,22,0.816666666666667,0.85,6,0.5
"171","Q14654.PF01007: (6/7)",0,0.845779418945312,0.83334892988205,0.638695478439331,0.642857142857143,2,0.571428571428571,0.761904761904762,6,0.5
"172","Q14654.PF01007: (6/7)",1,0.862707793712616,0.827685594558716,0.638672590255737,0.761904761904762,2,0.714285714285714,0.761904761904762,2,0.5
"173","Q14654.PF01007: (6/7)",2,0.665793418884277,0.824543178081512,0.629834771156311,0.642857142857143,20,0.642857142857143,0.714285714285714,5,0.5
"174","Q14654.PF01007: (6/7)",3,0.761052131652832,0.787447869777679,0.644730269908905,0.619047619047619,18,0.785714285714286,0.833333333333333,6,0.5
"175","Q14654.PF01007: (6/7)",4,0.772850513458252,0.824251174926758,0.633192181587219,0.619047619047619,7,0.738095238095238,0.761904761904762,10,0.5
"176","Q99250.PF00520: (5/15)",0,0.766227066516876,0.734473764896393,0.276026010513306,0.853333333333333,23,0.853333333333333,0.933333333333333,3,0.5
"177","Q99250.PF00520: (5/15)",1,0.720446586608887,0.749600410461426,0.273723095655441,0.84,22,0.84,0.84,2,0.5
"178","Q99250.PF00520: (5/15)",2,0.728802680969238,0.775565147399902,0.333203434944153,0.586666666666667,19,0.586666666666667,0.846666666666667,1,0.5
"179","Q99250.PF00520: (5/15)",3,0.755646109580994,0.738247752189636,0.352536827325821,0.64,22,0.64,0.746666666666667,1,0.5
"180","Q99250.PF00520: (5/15)",4,0.759347856044769,0.727657735347748,0.331064790487289,0.733333333333333,23,0.733333333333333,0.84,1,0.5
"181","Q14524.PF00520: (18/16)",0,0.796854257583618,0.719625771045685,0.808728098869324,0.663194444444444,23,0.663194444444444,0.663194444444444,23,0.5
"182","Q14524.PF00520: (18/16)",1,0.754597365856171,0.730402171611786,0.830072045326233,0.652777777777778,23,0.652777777777778,0.677083333333333,9,0.5
"183","Q14524.PF00520: (18/16)",2,0.776480376720428,0.718692600727081,0.786645710468292,0.631944444444444,23,0.631944444444444,0.635416666666667,19,0.5
"184","Q14524.PF00520: (18/16)",3,0.734413027763367,0.737867116928101,0.732486128807068,0.628472222222222,23,0.628472222222222,0.649305555555556,3,0.5
"185","Q14524.PF00520: (18/16)",4,0.734825253486633,0.730745553970337,0.796410441398621,0.545138888888889,23,0.545138888888889,0.5625,3,0.5
"186","O00555.IonChannel: (10/6)",0,0.859046041965485,0.855761647224426,NA,NA,1,NA,NA,NA,0.5
"187","O00555.IonChannel: (10/6)",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","O00555.IonChannel: (10/6)",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","O00555.IonChannel: (10/6)",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","O00555.IonChannel: (10/6)",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","Q99250.IonChannel: (5/15)",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Q99250.IonChannel: (5/15)",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","Q99250.IonChannel: (5/15)",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Q99250.IonChannel: (5/15)",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","Q99250.IonChannel: (5/15)",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","Q14524.IonChannel: (18/16)",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Q14524.IonChannel: (18/16)",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","Q14524.IonChannel: (18/16)",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Q14524.IonChannel: (18/16)",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","Q14524.IonChannel: (18/16)",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
